order_id,date,region,category,channel,units,unit_price,discount_pct,revenue,profit,customer_rating,month,week
14722,2025-02-19,West,Home & Kitchen,Online,2,1538.42,0.075,3276.83,664.07,4.3,2025-02,2025-02-17/2025-02-23
14723,2025-02-19,West,Home & Kitchen,Online,1,3827.13,0.085,4033.29,955.19,4.06,2025-02,2025-02-17/2025-02-23
14724,2025-02-19,West,Home & Kitchen,Online,1,2302.33,0.068,2470.97,557.41,4.25,2025-02,2025-02-17/2025-02-23
14725,2025-02-19,West,Home & Kitchen,Store,1,3736.45,0.0,4303.13,950.94,3.73,2025-02,2025-02-17/2025-02-23
14726,2025-02-19,West,Home & Kitchen,Store,4,4127.35,0.018,18664.38,3947.63,3.88,2025-02,2025-02-17/2025-02-23
14727,2025-02-20,North,Electronics,Store,1,13180.85,0.021,14888.5,2473.69,3.95,2025-02,2025-02-17/2025-02-23
14728,2025-02-20,North,Clothing,Online,1,972.7,0.126,981.39,350.15,3.64,2025-02,2025-02-17/2025-02-23
14729,2025-02-20,North,Clothing,Online,1,1070.77,0.087,1128.45,365.99,3.91,2025-02,2025-02-17/2025-02-23
14730,2025-02-20,North,Clothing,Online,1,966.05,0.037,1073.4,390.85,3.97,2025-02,2025-02-17/2025-02-23
14731,2025-02-20,North,Clothing,Store,1,1828.98,0.029,2048.5,774.78,4.66,2025-02,2025-02-17/2025-02-23
14732,2025-02-20,North,Clothing,Store,1,1136.55,0.042,1256.87,445.88,3.98,2025-02,2025-02-17/2025-02-23
14733,2025-02-20,North,Grocery,Online,3,302.53,0.074,969.55,122.15,4.37,2025-02,2025-02-17/2025-02-23
14734,2025-02-20,North,Grocery,Online,3,221.71,0.05,729.11,94.67,3.84,2025-02,2025-02-17/2025-02-23
14735,2025-02-20,North,Grocery,Online,1,286.21,0.074,305.81,40.13,4.07,2025-02,2025-02-17/2025-02-23
14736,2025-02-20,North,Grocery,Online,2,193.76,0.091,406.68,47.69,4.44,2025-02,2025-02-17/2025-02-23
14737,2025-02-20,North,Grocery,Online,1,79.18,0.049,86.93,9.82,4.57,2025-02,2025-02-17/2025-02-23
14738,2025-02-20,North,Grocery,Store,1,159.46,0.0,184.0,22.63,4.18,2025-02,2025-02-17/2025-02-23
14739,2025-02-20,North,Home & Kitchen,Online,2,3386.21,0.029,7588.14,1645.28,3.89,2025-02,2025-02-17/2025-02-23
14740,2025-02-20,North,Home & Kitchen,Online,1,4071.89,0.076,4343.11,1034.7,4.12,2025-02,2025-02-17/2025-02-23
14741,2025-02-20,North,Home & Kitchen,Online,1,3620.04,0.042,4000.83,808.63,4.25,2025-02,2025-02-17/2025-02-23
14742,2025-02-20,North,Home & Kitchen,Online,1,3543.59,0.077,3775.6,896.21,4.01,2025-02,2025-02-17/2025-02-23
14743,2025-02-20,North,Home & Kitchen,Store,1,3519.27,0.026,3956.49,821.92,3.79,2025-02,2025-02-17/2025-02-23
14744,2025-02-20,North,Home & Kitchen,Store,1,4149.93,0.073,4438.15,925.13,4.52,2025-02,2025-02-17/2025-02-23
14745,2025-02-20,North,Home & Kitchen,Store,2,3214.55,0.069,6903.52,1650.27,3.68,2025-02,2025-02-17/2025-02-23
14746,2025-02-20,North,Home & Kitchen,Store,1,2346.39,0.044,2587.83,547.86,4.24,2025-02,2025-02-17/2025-02-23
14747,2025-02-20,South,Electronics,Online,2,19289.06,0.002,44444.61,8377.09,4.09,2025-02,2025-02-17/2025-02-23
14748,2025-02-20,South,Electronics,Online,1,18326.41,0.14,18178.76,3136.62,4.51,2025-02,2025-02-17/2025-02-23
14749,2025-02-20,South,Electronics,Online,3,11698.86,0.061,38021.97,7343.28,4.44,2025-02,2025-02-17/2025-02-23
14750,2025-02-20,South,Electronics,Online,1,15321.84,0.062,16589.55,2986.17,4.01,2025-02,2025-02-17/2025-02-23
14751,2025-02-20,South,Electronics,Store,1,18905.83,0.0,21815.12,3726.82,4.35,2025-02,2025-02-17/2025-02-23
14752,2025-02-20,South,Electronics,Store,4,15570.4,0.031,69609.68,13424.0,3.69,2025-02,2025-02-17/2025-02-23
14753,2025-02-20,South,Clothing,Online,1,1141.74,0.07,1225.11,391.47,4.17,2025-02,2025-02-17/2025-02-23
14754,2025-02-20,South,Clothing,Online,1,1066.63,0.028,1195.84,404.83,3.92,2025-02,2025-02-17/2025-02-23
14755,2025-02-20,South,Clothing,Online,1,1264.47,0.047,1390.33,527.06,3.73,2025-02,2025-02-17/2025-02-23
14756,2025-02-20,South,Clothing,Online,1,888.57,0.058,965.42,345.6,4.36,2025-02,2025-02-17/2025-02-23
14757,2025-02-20,South,Clothing,Online,3,1038.8,0.067,3354.33,1228.9,3.83,2025-02,2025-02-17/2025-02-23
14758,2025-02-20,South,Clothing,Online,1,1161.47,0.042,1283.78,436.39,3.62,2025-02,2025-02-17/2025-02-23
14759,2025-02-20,South,Clothing,Store,4,1054.81,0.015,4793.32,1679.29,4.14,2025-02,2025-02-17/2025-02-23
14760,2025-02-20,South,Clothing,Store,1,912.7,0.0,1053.14,344.24,3.81,2025-02,2025-02-17/2025-02-23
14761,2025-02-20,South,Clothing,Store,2,1548.18,0.043,3418.23,1173.9,3.72,2025-02,2025-02-17/2025-02-23
14762,2025-02-20,South,Clothing,Store,1,1387.16,0.0,1600.28,552.04,5.0,2025-02,2025-02-17/2025-02-23
14763,2025-02-20,South,Grocery,Online,3,250.57,0.085,793.57,88.59,4.99,2025-02,2025-02-17/2025-02-23
14764,2025-02-20,South,Grocery,Online,2,204.01,0.017,462.65,57.34,4.27,2025-02,2025-02-17/2025-02-23
14765,2025-02-20,South,Grocery,Online,1,139.65,0.104,144.33,17.8,4.5,2025-02,2025-02-17/2025-02-23
14766,2025-02-20,South,Grocery,Online,1,220.5,0.091,231.34,30.49,4.01,2025-02,2025-02-17/2025-02-23
14767,2025-02-20,South,Grocery,Store,1,219.49,0.0,253.27,29.59,4.14,2025-02,2025-02-17/2025-02-23
14768,2025-02-20,South,Grocery,Store,1,213.29,0.069,229.01,24.84,4.16,2025-02,2025-02-17/2025-02-23
14769,2025-02-20,South,Grocery,Store,2,284.81,0.001,656.59,82.81,4.12,2025-02,2025-02-17/2025-02-23
14770,2025-02-20,South,Home & Kitchen,Online,3,3410.39,0.079,10871.46,2203.33,4.46,2025-02,2025-02-17/2025-02-23
14771,2025-02-20,South,Home & Kitchen,Online,2,2595.7,0.073,5553.91,1124.97,3.44,2025-02,2025-02-17/2025-02-23
14772,2025-02-20,East,Electronics,Online,2,17503.2,0.1,36348.61,5911.45,3.78,2025-02,2025-02-17/2025-02-23
14773,2025-02-20,East,Electronics,Online,1,16862.85,0.132,16897.42,3172.14,4.26,2025-02,2025-02-17/2025-02-23
14774,2025-02-20,East,Electronics,Online,1,18130.33,0.091,19017.56,3660.34,4.12,2025-02,2025-02-17/2025-02-23
14775,2025-02-20,East,Electronics,Online,1,14031.16,0.097,14615.6,2679.17,3.99,2025-02,2025-02-17/2025-02-23
14776,2025-02-20,East,Electronics,Online,3,17509.04,0.088,55261.8,9831.17,3.67,2025-02,2025-02-17/2025-02-23
14777,2025-02-20,East,Electronics,Online,1,15461.83,0.093,16185.35,3174.45,3.91,2025-02,2025-02-17/2025-02-23
14778,2025-02-20,East,Electronics,Store,1,16917.07,0.068,18201.07,3011.02,4.25,2025-02,2025-02-17/2025-02-23
14779,2025-02-20,East,Electronics,Store,1,11906.62,0.008,13632.82,2692.39,4.3,2025-02,2025-02-17/2025-02-23
14780,2025-02-20,East,Electronics,Store,1,13116.74,0.025,14759.92,2911.02,3.92,2025-02,2025-02-17/2025-02-23
14781,2025-02-20,East,Clothing,Online,1,1432.31,0.097,1492.03,571.34,3.45,2025-02,2025-02-17/2025-02-23
14782,2025-02-20,East,Clothing,Online,3,1446.64,0.085,4582.7,1631.19,3.54,2025-02,2025-02-17/2025-02-23
14783,2025-02-20,East,Clothing,Store,5,1490.51,0.048,8182.5,2589.96,4.39,2025-02,2025-02-17/2025-02-23
14784,2025-02-20,East,Grocery,Online,1,249.76,0.097,260.27,28.55,4.33,2025-02,2025-02-17/2025-02-23
14785,2025-02-20,East,Grocery,Online,1,238.22,0.076,254.07,31.02,4.51,2025-02,2025-02-17/2025-02-23
14786,2025-02-20,East,Grocery,Online,1,188.46,0.035,209.75,23.14,3.87,2025-02,2025-02-17/2025-02-23
14787,2025-02-20,East,Grocery,Online,1,327.66,0.093,343.01,45.07,3.22,2025-02,2025-02-17/2025-02-23
14788,2025-02-20,East,Grocery,Online,1,207.23,0.093,216.85,23.57,4.88,2025-02,2025-02-17/2025-02-23
14789,2025-02-20,East,Grocery,Store,1,181.88,0.051,199.26,25.12,4.45,2025-02,2025-02-17/2025-02-23
14790,2025-02-20,East,Home & Kitchen,Online,1,5015.97,0.098,5223.12,1179.24,4.7,2025-02,2025-02-17/2025-02-23
14791,2025-02-20,East,Home & Kitchen,Online,1,2459.67,0.053,2686.48,588.93,3.85,2025-02,2025-02-17/2025-02-23
14792,2025-02-20,East,Home & Kitchen,Online,1,3385.32,0.069,3638.35,721.67,4.07,2025-02,2025-02-17/2025-02-23
14793,2025-02-20,West,Electronics,Online,2,13020.19,0.053,28464.0,5165.53,3.6,2025-02,2025-02-17/2025-02-23
14794,2025-02-20,West,Electronics,Online,1,16791.82,0.07,18025.72,3041.64,3.5,2025-02,2025-02-17/2025-02-23
14795,2025-02-20,West,Electronics,Online,7,13953.87,0.054,106588.56,20676.22,4.14,2025-02,2025-02-17/2025-02-23
14796,2025-02-20,West,Electronics,Online,3,11412.77,0.064,36963.06,6329.09,4.38,2025-02,2025-02-17/2025-02-23
14797,2025-02-20,West,Electronics,Store,1,13938.95,0.0,16083.92,2749.35,4.15,2025-02,2025-02-17/2025-02-23
14798,2025-02-20,West,Electronics,Store,1,15830.9,0.0,18267.0,3453.88,4.58,2025-02,2025-02-17/2025-02-23
14799,2025-02-20,West,Clothing,Online,3,1110.45,0.135,3324.62,1248.23,4.29,2025-02,2025-02-17/2025-02-23
14800,2025-02-20,West,Clothing,Online,1,1187.74,0.116,1211.71,403.53,3.94,2025-02,2025-02-17/2025-02-23
14801,2025-02-20,West,Clothing,Online,1,1148.89,0.115,1172.89,378.1,3.94,2025-02,2025-02-17/2025-02-23
14802,2025-02-20,West,Clothing,Online,1,1227.29,0.113,1256.56,474.29,3.99,2025-02,2025-02-17/2025-02-23
14803,2025-02-20,West,Clothing,Online,2,1360.05,0.089,2857.84,1050.5,4.42,2025-02,2025-02-17/2025-02-23
14804,2025-02-20,West,Clothing,Store,1,1320.4,0.071,1415.33,471.33,4.27,2025-02,2025-02-17/2025-02-23
14805,2025-02-20,West,Clothing,Store,3,1493.82,0.0,5171.07,1861.05,3.57,2025-02,2025-02-17/2025-02-23
14806,2025-02-20,West,Clothing,Store,1,1408.16,0.031,1574.03,510.26,3.95,2025-02,2025-02-17/2025-02-23
14807,2025-02-20,West,Clothing,Store,1,1138.06,0.0,1313.19,472.93,3.59,2025-02,2025-02-17/2025-02-23
14808,2025-02-20,West,Clothing,Store,1,1308.11,0.041,1447.8,481.39,4.2,2025-02,2025-02-17/2025-02-23
14809,2025-02-20,West,Clothing,Store,2,819.82,0.016,1861.87,663.43,3.26,2025-02,2025-02-17/2025-02-23
14810,2025-02-20,West,Grocery,Online,1,257.81,0.05,282.51,32.01,4.36,2025-02,2025-02-17/2025-02-23
14811,2025-02-20,West,Grocery,Online,1,338.41,0.074,361.52,39.62,3.83,2025-02,2025-02-17/2025-02-23
14812,2025-02-20,West,Grocery,Online,1,328.95,0.073,352.02,41.02,4.44,2025-02,2025-02-17/2025-02-23
14813,2025-02-20,West,Grocery,Store,1,350.07,0.01,399.71,50.45,4.35,2025-02,2025-02-17/2025-02-23
14814,2025-02-20,West,Grocery,Store,1,194.44,0.025,218.66,24.13,3.85,2025-02,2025-02-17/2025-02-23
14815,2025-02-20,West,Home & Kitchen,Online,1,3977.11,0.102,4122.55,950.26,3.91,2025-02,2025-02-17/2025-02-23
14816,2025-02-20,West,Home & Kitchen,Store,4,2449.17,0.019,11090.78,2285.06,3.69,2025-02,2025-02-17/2025-02-23
14817,2025-02-20,West,Home & Kitchen,Store,1,1933.88,0.0,2231.47,481.47,4.33,2025-02,2025-02-17/2025-02-23
14818,2025-02-20,West,Home & Kitchen,Store,1,4530.61,0.042,5009.98,1012.04,3.48,2025-02,2025-02-17/2025-02-23
14819,2025-02-20,West,Home & Kitchen,Store,5,3418.88,0.009,19539.26,3983.35,3.81,2025-02,2025-02-17/2025-02-23
14820,2025-02-21,North,Electronics,Online,2,21347.33,0.101,44364.59,7749.6,4.58,2025-02,2025-02-17/2025-02-23
14821,2025-02-21,North,Electronics,Online,1,16074.6,0.041,17820.13,3044.24,3.82,2025-02,2025-02-17/2025-02-23
14822,2025-02-21,North,Electronics,Online,1,13628.42,0.07,14657.45,2510.31,4.02,2025-02,2025-02-17/2025-02-23
14823,2025-02-21,North,Electronics,Store,2,8630.0,0.069,18567.0,3665.83,4.29,2025-02,2025-02-17/2025-02-23
14824,2025-02-21,North,Electronics,Store,6,15561.1,0.0,107937.28,20084.51,4.54,2025-02,2025-02-17/2025-02-23
14825,2025-02-21,North,Electronics,Store,1,14891.08,0.028,16732.02,3163.66,3.96,2025-02,2025-02-17/2025-02-23
14826,2025-02-21,North,Clothing,Online,1,1041.44,0.081,1106.49,381.02,4.02,2025-02,2025-02-17/2025-02-23
14827,2025-02-21,North,Clothing,Online,1,1779.02,0.06,1934.25,671.46,4.13,2025-02,2025-02-17/2025-02-23
14828,2025-02-21,North,Clothing,Store,1,832.84,0.032,932.36,351.1,3.94,2025-02,2025-02-17/2025-02-23
14829,2025-02-21,North,Grocery,Online,1,247.16,0.096,258.27,31.06,3.88,2025-02,2025-02-17/2025-02-23
14830,2025-02-21,North,Grocery,Online,2,193.33,0.075,413.33,50.96,3.47,2025-02,2025-02-17/2025-02-23
14831,2025-02-21,North,Grocery,Store,1,286.62,0.017,325.75,35.25,3.41,2025-02,2025-02-17/2025-02-23
14832,2025-02-21,North,Grocery,Store,1,271.41,0.087,286.45,36.36,4.5,2025-02,2025-02-17/2025-02-23
14833,2025-02-21,North,Grocery,Store,1,246.92,0.023,278.81,36.01,3.74,2025-02,2025-02-17/2025-02-23
14834,2025-02-21,North,Grocery,Store,1,199.94,0.023,225.88,26.01,4.38,2025-02,2025-02-17/2025-02-23
14835,2025-02-21,North,Home & Kitchen,Online,1,2829.02,0.104,2931.65,645.18,4.0,2025-02,2025-02-17/2025-02-23
14836,2025-02-21,North,Home & Kitchen,Online,1,4232.5,0.122,4296.55,1007.07,2.98,2025-02,2025-02-17/2025-02-23
14837,2025-02-21,North,Home & Kitchen,Online,2,3088.23,0.086,6525.27,1504.59,3.84,2025-02,2025-02-17/2025-02-23
14838,2025-02-21,North,Home & Kitchen,Store,1,3432.98,0.083,3639.6,857.21,4.06,2025-02,2025-02-17/2025-02-23
14839,2025-02-21,North,Home & Kitchen,Store,1,3786.89,0.013,4319.36,894.84,3.99,2025-02,2025-02-17/2025-02-23
14840,2025-02-21,North,Home & Kitchen,Store,1,3940.7,0.02,4463.27,920.96,4.27,2025-02,2025-02-17/2025-02-23
14841,2025-02-21,South,Electronics,Online,1,15855.64,0.041,17574.57,3125.28,4.05,2025-02,2025-02-17/2025-02-23
14842,2025-02-21,South,Electronics,Online,6,13364.33,0.08,85294.48,15749.87,3.77,2025-02,2025-02-17/2025-02-23
14843,2025-02-21,South,Electronics,Online,1,18613.21,0.071,19986.35,3436.67,4.85,2025-02,2025-02-17/2025-02-23
14844,2025-02-21,South,Electronics,Store,4,16294.95,0.0,75351.7,13147.88,3.91,2025-02,2025-02-17/2025-02-23
14845,2025-02-21,South,Clothing,Online,1,1166.57,0.094,1221.64,421.97,3.51,2025-02,2025-02-17/2025-02-23
14846,2025-02-21,South,Clothing,Online,2,1269.33,0.119,2585.63,892.93,4.12,2025-02,2025-02-17/2025-02-23
14847,2025-02-21,South,Clothing,Online,1,1616.29,0.123,1638.01,619.29,4.3,2025-02,2025-02-17/2025-02-23
14848,2025-02-21,South,Clothing,Online,3,739.2,0.112,2276.25,845.76,4.36,2025-02,2025-02-17/2025-02-23
14849,2025-02-21,South,Clothing,Online,1,986.09,0.052,1080.75,404.9,4.0,2025-02,2025-02-17/2025-02-23
14850,2025-02-21,South,Clothing,Online,1,1411.88,0.092,1482.43,529.51,3.49,2025-02,2025-02-17/2025-02-23
14851,2025-02-21,South,Clothing,Online,2,1382.68,0.051,3033.7,1126.02,3.69,2025-02,2025-02-17/2025-02-23
14852,2025-02-21,South,Clothing,Store,1,1122.03,0.052,1229.76,472.4,4.73,2025-02,2025-02-17/2025-02-23
14853,2025-02-21,South,Clothing,Store,5,1258.39,0.005,7236.71,2453.85,4.1,2025-02,2025-02-17/2025-02-23
14854,2025-02-21,South,Grocery,Online,4,194.99,0.019,884.3,111.99,4.19,2025-02,2025-02-17/2025-02-23
14855,2025-02-21,South,Grocery,Online,1,251.38,0.076,268.51,31.9,3.04,2025-02,2025-02-17/2025-02-23
14856,2025-02-21,South,Grocery,Online,1,160.2,0.023,180.99,23.87,3.9,2025-02,2025-02-17/2025-02-23
14857,2025-02-21,South,Grocery,Online,1,156.64,0.08,166.56,21.63,4.19,2025-02,2025-02-17/2025-02-23
14858,2025-02-21,South,Grocery,Online,2,353.38,0.077,753.94,94.06,4.06,2025-02,2025-02-17/2025-02-23
14859,2025-02-21,South,Grocery,Online,1,241.91,0.117,246.82,28.04,3.62,2025-02,2025-02-17/2025-02-23
14860,2025-02-21,South,Grocery,Store,1,287.11,0.067,309.83,36.53,3.93,2025-02,2025-02-17/2025-02-23
14861,2025-02-21,South,Grocery,Store,1,234.25,0.0,270.81,32.28,4.98,2025-02,2025-02-17/2025-02-23
14862,2025-02-21,South,Home & Kitchen,Online,1,4129.54,0.136,4125.88,835.31,3.73,2025-02,2025-02-17/2025-02-23
14863,2025-02-21,South,Home & Kitchen,Online,8,3169.32,0.074,27133.33,5724.34,3.93,2025-02,2025-02-17/2025-02-23
14864,2025-02-21,South,Home & Kitchen,Online,1,3477.19,0.073,3726.66,780.89,3.6,2025-02,2025-02-17/2025-02-23
14865,2025-02-21,South,Home & Kitchen,Online,2,3216.32,0.134,6443.56,1353.05,4.55,2025-02,2025-02-17/2025-02-23
14866,2025-02-21,East,Electronics,Online,15,12686.62,0.053,208252.27,35010.52,3.64,2025-02,2025-02-17/2025-02-23
14867,2025-02-21,East,Electronics,Online,1,16597.86,0.071,17824.83,2889.25,3.97,2025-02,2025-02-17/2025-02-23
14868,2025-02-21,East,Electronics,Online,1,14856.88,0.097,15511.22,2531.32,4.49,2025-02,2025-02-17/2025-02-23
14869,2025-02-21,East,Electronics,Store,1,13454.42,0.06,14623.37,2796.78,3.55,2025-02,2025-02-17/2025-02-23
14870,2025-02-21,East,Electronics,Store,2,19286.32,0.056,42075.83,7349.1,3.62,2025-02,2025-02-17/2025-02-23
14871,2025-02-21,East,Clothing,Online,1,1539.39,0.049,1692.67,587.72,4.63,2025-02,2025-02-17/2025-02-23
14872,2025-02-21,East,Clothing,Online,1,1545.87,0.116,1580.51,563.61,3.58,2025-02,2025-02-17/2025-02-23
14873,2025-02-21,East,Clothing,Online,4,1616.64,0.108,6671.6,2129.56,4.15,2025-02,2025-02-17/2025-02-23
14874,2025-02-21,East,Clothing,Online,1,971.55,0.06,1055.45,405.09,4.51,2025-02,2025-02-17/2025-02-23
14875,2025-02-21,East,Grocery,Online,1,243.96,0.122,247.68,32.6,4.43,2025-02,2025-02-17/2025-02-23
14876,2025-02-21,East,Grocery,Online,1,182.38,0.029,204.74,25.53,3.3,2025-02,2025-02-17/2025-02-23
14877,2025-02-21,East,Grocery,Store,2,183.42,0.036,408.72,47.81,4.03,2025-02,2025-02-17/2025-02-23
14878,2025-02-21,East,Grocery,Store,1,206.21,0.036,229.82,25.51,3.89,2025-02,2025-02-17/2025-02-23
14879,2025-02-21,East,Grocery,Store,2,271.57,0.055,593.18,76.25,4.1,2025-02,2025-02-17/2025-02-23
14880,2025-02-21,East,Grocery,Store,1,317.48,0.048,349.49,37.88,4.12,2025-02,2025-02-17/2025-02-23
14881,2025-02-21,East,Home & Kitchen,Store,1,4077.74,0.04,4526.1,1021.63,3.31,2025-02,2025-02-17/2025-02-23
14882,2025-02-21,West,Electronics,Online,1,13792.65,0.086,14572.59,2453.96,3.45,2025-02,2025-02-17/2025-02-23
14883,2025-02-21,West,Electronics,Online,3,15445.35,0.123,46996.48,8600.7,3.71,2025-02,2025-02-17/2025-02-23
14884,2025-02-21,West,Electronics,Online,1,14800.71,0.076,15803.51,2901.72,3.7,2025-02,2025-02-17/2025-02-23
14885,2025-02-21,West,Electronics,Store,1,16070.46,0.032,17984.08,3364.75,4.07,2025-02,2025-02-17/2025-02-23
14886,2025-02-21,West,Clothing,Online,4,1358.06,0.026,6119.23,2084.15,3.97,2025-02,2025-02-17/2025-02-23
14887,2025-02-21,West,Clothing,Online,1,1133.93,0.028,1274.8,414.17,4.33,2025-02,2025-02-17/2025-02-23
14888,2025-02-21,West,Clothing,Online,1,1377.75,0.142,1366.38,464.06,4.49,2025-02,2025-02-17/2025-02-23
14889,2025-02-21,West,Clothing,Store,1,1119.37,0.036,1247.9,438.37,4.32,2025-02,2025-02-17/2025-02-23
14890,2025-02-21,West,Clothing,Store,6,1524.19,0.023,10330.87,3889.16,4.52,2025-02,2025-02-17/2025-02-23
14891,2025-02-21,West,Clothing,Store,1,1567.72,0.004,1804.47,646.39,3.62,2025-02,2025-02-17/2025-02-23
14892,2025-02-21,West,Grocery,Online,1,189.56,0.082,201.26,24.59,4.08,2025-02,2025-02-17/2025-02-23
14893,2025-02-21,West,Grocery,Online,1,251.96,0.09,265.11,32.88,3.42,2025-02,2025-02-17/2025-02-23
14894,2025-02-21,West,Grocery,Online,1,347.3,0.071,373.01,43.14,3.99,2025-02,2025-02-17/2025-02-23
14895,2025-02-21,West,Grocery,Online,2,298.41,0.092,626.47,81.14,4.56,2025-02,2025-02-17/2025-02-23
14896,2025-02-21,West,Grocery,Online,1,309.12,0.076,330.13,42.27,2.91,2025-02,2025-02-17/2025-02-23
14897,2025-02-21,West,Grocery,Online,1,268.77,0.087,283.61,36.81,3.77,2025-02,2025-02-17/2025-02-23
14898,2025-02-21,West,Grocery,Store,7,205.36,0.045,1587.06,171.86,3.72,2025-02,2025-02-17/2025-02-23
14899,2025-02-21,West,Home & Kitchen,Online,2,3728.06,0.062,8086.38,1800.37,4.33,2025-02,2025-02-17/2025-02-23
14900,2025-02-21,West,Home & Kitchen,Online,1,3105.38,0.056,3390.57,706.5,5.0,2025-02,2025-02-17/2025-02-23
14901,2025-02-21,West,Home & Kitchen,Online,2,5284.42,0.064,11435.08,2473.24,3.55,2025-02,2025-02-17/2025-02-23
14902,2025-02-21,West,Home & Kitchen,Online,1,4421.96,0.125,4473.87,1048.07,3.86,2025-02,2025-02-17/2025-02-23
14903,2025-02-21,West,Home & Kitchen,Online,1,3769.91,0.092,3956.45,901.25,3.56,2025-02,2025-02-17/2025-02-23
14904,2025-02-21,West,Home & Kitchen,Store,1,3041.12,0.028,3418.14,794.33,4.55,2025-02,2025-02-17/2025-02-23
14905,2025-02-22,North,Electronics,Store,1,11628.82,0.016,13247.25,2334.75,3.99,2025-02,2025-02-17/2025-02-23
14906,2025-02-22,North,Electronics,Store,1,15622.15,0.047,17248.93,2815.88,4.09,2025-02,2025-02-17/2025-02-23
14907,2025-02-22,North,Clothing,Online,1,630.96,0.071,679.23,242.37,4.85,2025-02,2025-02-17/2025-02-23
14908,2025-02-22,North,Clothing,Online,1,1329.34,0.076,1422.31,450.51,3.82,2025-02,2025-02-17/2025-02-23
14909,2025-02-22,North,Clothing,Online,1,1227.63,0.123,1246.54,406.53,3.56,2025-02,2025-02-17/2025-02-23
14910,2025-02-22,North,Clothing,Store,1,1243.86,0.0,1440.62,518.44,3.62,2025-02,2025-02-17/2025-02-23
14911,2025-02-22,North,Clothing,Store,13,1624.52,0.052,23197.1,8103.35,4.07,2025-02,2025-02-17/2025-02-23
14912,2025-02-22,North,Grocery,Online,2,115.11,0.028,259.27,29.41,4.2,2025-02,2025-02-17/2025-02-23
14913,2025-02-22,North,Grocery,Online,3,225.08,0.067,729.72,89.35,4.05,2025-02,2025-02-17/2025-02-23
14914,2025-02-22,North,Grocery,Online,2,233.86,0.046,516.54,58.17,3.58,2025-02,2025-02-17/2025-02-23
14915,2025-02-22,North,Grocery,Online,2,331.31,0.074,710.29,86.72,4.08,2025-02,2025-02-17/2025-02-23
14916,2025-02-22,North,Grocery,Online,4,322.98,0.116,1322.62,144.28,4.01,2025-02,2025-02-17/2025-02-23
14917,2025-02-22,North,Grocery,Online,6,167.48,0.074,1077.12,141.37,3.87,2025-02,2025-02-17/2025-02-23
14918,2025-02-22,North,Grocery,Online,1,236.65,0.091,249.27,31.49,3.62,2025-02,2025-02-17/2025-02-23
14919,2025-02-22,North,Grocery,Online,1,296.39,0.078,316.6,41.53,4.56,2025-02,2025-02-17/2025-02-23
14920,2025-02-22,North,Home & Kitchen,Online,1,2758.64,0.0,3195.03,734.8,4.23,2025-02,2025-02-17/2025-02-23
14921,2025-02-22,North,Home & Kitchen,Online,1,3241.4,0.077,3464.82,740.59,3.83,2025-02,2025-02-17/2025-02-23
14922,2025-02-22,South,Electronics,Online,1,17707.12,0.105,18345.09,3379.63,4.13,2025-02,2025-02-17/2025-02-23
14923,2025-02-22,South,Electronics,Online,1,16531.17,0.002,19099.38,3740.74,4.7,2025-02,2025-02-17/2025-02-23
14924,2025-02-22,South,Electronics,Online,1,18814.63,0.035,21021.33,3709.99,4.44,2025-02,2025-02-17/2025-02-23
14925,2025-02-22,South,Electronics,Online,1,12380.46,0.078,13217.1,2474.72,4.06,2025-02,2025-02-17/2025-02-23
14926,2025-02-22,South,Electronics,Online,4,9209.4,0.063,39969.6,7263.13,4.41,2025-02,2025-02-17/2025-02-23
14927,2025-02-22,South,Electronics,Store,1,13280.46,0.068,14337.26,2604.14,4.31,2025-02,2025-02-17/2025-02-23
14928,2025-02-22,South,Electronics,Store,1,14554.12,0.061,15828.72,2676.51,4.34,2025-02,2025-02-17/2025-02-23
14929,2025-02-22,South,Electronics,Store,1,15132.08,0.066,16371.88,2669.8,3.83,2025-02,2025-02-17/2025-02-23
14930,2025-02-22,South,Clothing,Online,1,1128.15,0.094,1184.16,383.3,4.28,2025-02,2025-02-17/2025-02-23
14931,2025-02-22,South,Clothing,Store,1,1704.42,0.004,1966.2,657.96,4.6,2025-02,2025-02-17/2025-02-23
14932,2025-02-22,South,Clothing,Store,9,1279.1,0.041,12783.71,4694.28,4.69,2025-02,2025-02-17/2025-02-23
14933,2025-02-22,South,Grocery,Online,2,219.01,0.048,482.81,60.79,4.82,2025-02,2025-02-17/2025-02-23
14934,2025-02-22,South,Grocery,Online,3,200.37,0.029,675.99,85.53,3.16,2025-02,2025-02-17/2025-02-23
14935,2025-02-22,South,Grocery,Online,3,330.23,0.115,1015.96,116.69,3.2,2025-02,2025-02-17/2025-02-23
14936,2025-02-22,South,Grocery,Online,1,290.68,0.108,300.34,38.01,3.76,2025-02,2025-02-17/2025-02-23
14937,2025-02-22,South,Grocery,Online,1,247.72,0.073,266.08,34.57,4.06,2025-02,2025-02-17/2025-02-23
14938,2025-02-22,South,Grocery,Online,1,286.65,0.084,304.24,37.09,3.32,2025-02,2025-02-17/2025-02-23
14939,2025-02-22,South,Grocery,Online,1,220.95,0.056,241.53,29.6,3.8,2025-02,2025-02-17/2025-02-23
14940,2025-02-22,South,Grocery,Online,1,163.3,0.114,167.51,19.16,3.77,2025-02,2025-02-17/2025-02-23
